,PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Pclass_1,Pclass_2,Pclass_3,Master,Miss,Mr,Mrs,Officer,Royalty,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,FamilySize,Family_Single,Family_Small,Family_large
387,388,1.0,0,36.0,0,0,27849,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
388,389,0.0,1,29.9,0,0,367655,7.7292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
389,390,1.0,0,17.0,0,0,SC 1748,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
390,391,1.0,1,36.0,1,2,113760,120.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
391,392,1.0,1,21.0,0,0,350034,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
392,393,0.0,1,28.0,2,0,3101277,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
393,394,1.0,0,23.0,1,0,35273,113.275,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
394,395,1.0,0,24.0,0,2,PP 9549,16.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
395,396,0.0,1,22.0,0,0,350052,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
396,397,0.0,0,31.0,0,0,350407,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
397,398,0.0,1,46.0,0,0,28403,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
398,399,0.0,1,23.0,0,0,244278,10.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
399,400,1.0,0,28.0,0,0,240929,12.65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
400,401,1.0,1,39.0,0,0,STON/O 2. 3101289,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
401,402,0.0,1,26.0,0,0,341826,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
402,403,0.0,0,21.0,1,0,4137,9.825,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
403,404,0.0,1,28.0,1,0,STON/O2. 3101279,15.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
404,405,0.0,0,20.0,0,0,315096,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
405,406,0.0,1,34.0,1,0,28664,21.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
406,407,0.0,1,51.0,0,0,347064,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
407,408,1.0,1,3.0,1,1,29106,18.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
408,409,0.0,1,21.0,0,0,312992,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
409,410,0.0,0,29.9,3,1,4133,25.4667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
410,411,0.0,1,29.9,0,0,349222,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
411,412,0.0,1,29.9,0,0,394140,6.8583,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
412,413,1.0,0,33.0,1,0,19928,90.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
413,414,0.0,1,29.9,0,0,239853,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
414,415,1.0,1,44.0,0,0,STON/O 2. 3101269,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
415,416,0.0,0,29.9,0,0,343095,8.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
416,417,1.0,0,34.0,1,1,28220,32.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
417,418,1.0,0,18.0,0,2,250652,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
418,419,0.0,1,30.0,0,0,28228,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
419,420,0.0,0,10.0,0,2,345773,24.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
420,421,0.0,1,29.9,0,0,349254,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
421,422,0.0,1,21.0,0,0,A/5. 13032,7.7333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
422,423,0.0,1,29.0,0,0,315082,7.875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
423,424,0.0,0,28.0,1,1,347080,14.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
424,425,0.0,1,18.0,1,1,370129,20.2125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
425,426,0.0,1,29.9,0,0,A/4. 34244,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
426,427,1.0,0,28.0,1,0,2003,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
427,428,1.0,0,19.0,0,0,250655,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
428,429,0.0,1,29.9,0,0,364851,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
429,430,1.0,1,32.0,0,0,SOTON/O.Q. 392078,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
430,431,1.0,1,28.0,0,0,110564,26.55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
431,432,1.0,0,29.9,1,0,376564,16.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
432,433,1.0,0,42.0,1,0,SC/AH 3085,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
433,434,0.0,1,17.0,0,0,STON/O 2. 3101274,7.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
434,435,0.0,1,50.0,1,0,13507,55.9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
435,436,1.0,0,14.0,1,2,113760,120.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
436,437,0.0,0,21.0,2,2,W./C. 6608,34.375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
437,438,1.0,0,24.0,2,3,29106,18.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
438,439,0.0,1,64.0,1,4,19950,263.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1
439,440,0.0,1,31.0,0,0,C.A. 18723,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
440,441,1.0,0,45.0,1,1,F.C.C. 13529,26.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
441,442,0.0,1,20.0,0,0,345769,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
442,443,0.0,1,25.0,1,0,347076,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
443,444,1.0,0,28.0,0,0,230434,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
444,445,1.0,1,29.9,0,0,65306,8.1125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
445,446,1.0,1,4.0,0,2,33638,81.8583,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
446,447,1.0,0,13.0,0,1,250644,19.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
447,448,1.0,1,34.0,0,0,113794,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
448,449,1.0,0,5.0,2,1,2666,19.2583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
449,450,1.0,1,52.0,0,0,113786,30.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
450,451,0.0,1,36.0,1,2,C.A. 34651,27.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
451,452,0.0,1,29.9,1,0,65303,19.9667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
452,453,0.0,1,30.0,0,0,113051,27.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
453,454,1.0,1,49.0,1,0,17453,89.1042,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
454,455,0.0,1,29.9,0,0,A/5 2817,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
455,456,1.0,1,29.0,0,0,349240,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
456,457,0.0,1,65.0,0,0,13509,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
457,458,1.0,0,29.9,1,0,17464,51.8625,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
458,459,1.0,0,50.0,0,0,F.C.C. 13531,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
459,460,0.0,1,29.9,0,0,371060,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
460,461,1.0,1,48.0,0,0,19952,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
461,462,0.0,1,34.0,0,0,364506,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
462,463,0.0,1,47.0,0,0,111320,38.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
463,464,0.0,1,48.0,0,0,234360,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
464,465,0.0,1,29.9,0,0,A/S 2816,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
465,466,0.0,1,38.0,0,0,SOTON/O.Q. 3101306,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
466,467,0.0,1,29.9,0,0,239853,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
467,468,0.0,1,56.0,0,0,113792,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
468,469,0.0,1,29.9,0,0,36209,7.725,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
469,470,1.0,0,0.75,2,1,2666,19.2583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
470,471,0.0,1,29.9,0,0,323592,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
471,472,0.0,1,38.0,0,0,315089,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
472,473,1.0,0,33.0,1,2,C.A. 34651,27.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
473,474,1.0,0,23.0,0,0,SC/AH Basle 541,13.7917,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
474,475,0.0,0,22.0,0,0,7553,9.8375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
475,476,0.0,1,29.9,0,0,110465,52.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
476,477,0.0,1,34.0,1,0,31027,21.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
477,478,0.0,1,29.0,1,0,3460,7.0458,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
478,479,0.0,1,22.0,0,0,350060,7.5208,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
479,480,1.0,0,2.0,0,1,3101298,12.2875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
480,481,0.0,1,9.0,5,2,CA 2144,46.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1
481,482,0.0,1,29.9,0,0,239854,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
482,483,0.0,1,50.0,0,0,A/5 3594,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
483,484,1.0,0,63.0,0,0,4134,9.5875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
484,485,1.0,1,25.0,1,0,11967,91.0792,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
485,486,0.0,0,29.9,3,1,4133,25.4667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
486,487,1.0,0,35.0,1,0,19943,90.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
487,488,0.0,1,58.0,0,0,11771,29.7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
488,489,0.0,1,30.0,0,0,A.5. 18509,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
489,490,1.0,1,9.0,1,1,C.A. 37671,15.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
490,491,0.0,1,29.9,1,0,65304,19.9667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
491,492,0.0,1,21.0,0,0,SOTON/OQ 3101317,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
492,493,0.0,1,55.0,0,0,113787,30.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
493,494,0.0,1,71.0,0,0,PC 17609,49.5042,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
494,495,0.0,1,21.0,0,0,A/4 45380,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
495,496,0.0,1,29.9,0,0,2627,14.4583,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
496,497,1.0,0,54.0,1,0,36947,78.2667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
497,498,0.0,1,29.9,0,0,C.A. 6212,15.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
498,499,0.0,0,25.0,1,2,113781,151.55,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
499,500,0.0,1,24.0,0,0,350035,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
500,501,0.0,1,17.0,0,0,315086,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
501,502,0.0,0,21.0,0,0,364846,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
502,503,0.0,0,29.9,0,0,330909,7.6292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
503,504,0.0,0,37.0,0,0,4135,9.5875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
504,505,1.0,0,16.0,0,0,110152,86.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
505,506,0.0,1,18.0,1,0,PC 17758,108.9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
506,507,1.0,0,33.0,0,2,26360,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
507,508,1.0,1,29.9,0,0,111427,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
508,509,0.0,1,28.0,0,0,C 4001,22.525,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
509,510,1.0,1,26.0,0,0,1601,56.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
510,511,1.0,1,29.0,0,0,382651,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
511,512,0.0,1,29.9,0,0,SOTON/OQ 3101316,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
512,513,1.0,1,36.0,0,0,PC 17473,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
513,514,1.0,0,54.0,1,0,PC 17603,59.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
514,515,0.0,1,24.0,0,0,349209,7.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
515,516,0.0,1,47.0,0,0,36967,34.0208,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
516,517,1.0,0,34.0,0,0,C.A. 34260,10.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
517,518,0.0,1,29.9,0,0,371110,24.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
518,519,1.0,0,36.0,1,0,226875,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
519,520,0.0,1,32.0,0,0,349242,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
520,521,1.0,0,30.0,0,0,12749,93.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
521,522,0.0,1,22.0,0,0,349252,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
522,523,0.0,1,29.9,0,0,2624,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
523,524,1.0,0,44.0,0,1,111361,57.9792,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
524,525,0.0,1,29.9,0,0,2700,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
525,526,0.0,1,40.5,0,0,367232,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
526,527,1.0,0,50.0,0,0,W./C. 14258,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
527,528,0.0,1,29.9,0,0,PC 17483,221.7792,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
528,529,0.0,1,39.0,0,0,3101296,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
529,530,0.0,1,23.0,2,1,29104,11.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
530,531,1.0,0,2.0,1,1,26360,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
531,532,0.0,1,29.9,0,0,2641,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
532,533,0.0,1,17.0,1,1,2690,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
533,534,1.0,0,29.9,0,2,2668,22.3583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
534,535,0.0,0,30.0,0,0,315084,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
535,536,1.0,0,7.0,0,2,F.C.C. 13529,26.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
536,537,0.0,1,45.0,0,0,113050,26.55,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
537,538,1.0,0,30.0,0,0,PC 17761,106.425,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
538,539,0.0,1,29.9,0,0,364498,14.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
539,540,1.0,0,22.0,0,2,13568,49.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
540,541,1.0,0,36.0,0,2,WE/P 5735,71.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
541,542,0.0,0,9.0,4,2,347082,31.275,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
542,543,0.0,0,11.0,4,2,347082,31.275,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1
543,544,1.0,1,32.0,1,0,2908,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
544,545,0.0,1,50.0,1,0,PC 17761,106.425,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
545,546,0.0,1,64.0,0,0,693,26.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
546,547,1.0,0,19.0,1,0,2908,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
547,548,1.0,1,29.9,0,0,SC/PARIS 2146,13.8625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
548,549,0.0,1,33.0,1,1,363291,20.525,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
549,550,1.0,1,8.0,1,1,C.A. 33112,36.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
550,551,1.0,1,17.0,0,2,17421,110.8833,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
551,552,0.0,1,27.0,0,0,244358,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
552,553,0.0,1,29.9,0,0,330979,7.8292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
553,554,1.0,1,22.0,0,0,2620,7.225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
554,555,1.0,0,22.0,0,0,347085,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
555,556,0.0,1,62.0,0,0,113807,26.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
556,557,1.0,0,48.0,1,0,11755,39.6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0
557,558,0.0,1,29.9,0,0,PC 17757,227.525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
558,559,1.0,0,39.0,1,1,110413,79.65,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
559,560,1.0,0,36.0,1,0,345572,17.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
560,561,0.0,1,29.9,0,0,372622,7.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
561,562,0.0,1,40.0,0,0,349251,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
562,563,0.0,1,28.0,0,0,218629,13.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
563,564,0.0,1,29.9,0,0,SOTON/OQ 392082,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
564,565,0.0,0,29.9,0,0,SOTON/O.Q. 392087,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
565,566,0.0,1,24.0,2,0,A/4 48871,24.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
566,567,0.0,1,19.0,0,0,349205,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
567,568,0.0,0,29.0,0,4,349909,21.075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1
568,569,0.0,1,29.9,0,0,2686,7.2292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
569,570,1.0,1,32.0,0,0,350417,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
570,571,1.0,1,62.0,0,0,S.W./PP 752,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
571,572,1.0,0,53.0,2,0,11769,51.4792,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
572,573,1.0,1,36.0,0,0,PC 17474,26.3875,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
573,574,1.0,0,29.9,0,0,14312,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
574,575,0.0,1,16.0,0,0,A/4. 20589,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
575,576,0.0,1,19.0,0,0,358585,14.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
576,577,1.0,0,34.0,0,0,243880,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
577,578,1.0,0,39.0,1,0,13507,55.9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
578,579,0.0,0,29.9,1,0,2689,14.4583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
579,580,1.0,1,32.0,0,0,STON/O 2. 3101286,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
580,581,1.0,0,25.0,1,1,237789,30.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
581,582,1.0,0,39.0,1,1,17421,110.8833,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
